kode;urusankd;programkd;kode2;nama;level
"1.01.16.25";"1.01";"16";"25";"Pemeliharaan rutin/berkala ruang kelas sekolah";0
"1.01.16.26";"1.01";"16";"26";"Pemeliharaan rutin/berkala ruang guru sekolah";0
"1.01.16.27";"1.01";"16";"27";"Pemeliharaan rutin/berkala ruang locker siswa";0
"1.01.16.28";"1.01";"16";"28";"Pemeliharaan rutin/berkala sarana dan prasarana olahraga";0
"1.01.16.29";"1.01";"16";"29";"Pemeliharaan rutin/berkala ruang serba guna/aula";0
"1.01.16.30";"1.01";"16";"30";"Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir";0
"1.01.16.31";"1.01";"16";"31";"Pemeliharaan rutin/berkala ruang unit kesehatan sekolah";0
"1.01.16.32";"1.01";"16";"32";"Pemeliharaan rutin/berkala ruang ibadah";0
"1.01.16.33";"1.01";"16";"33";"Pemeliharaan rutin/berkala perpustakaan sekolah";0
"1.01.16.34";"1.01";"16";"34";"Pemeliharaan rutin/berkala jaringan instalasi listrik sekolah dan perlengkapannya";0
"1.01.16.35";"1.01";"16";"35";"Pemeliharaan rutin/berkala sarana air bersih dan sanitary";0
"1.01.16.36";"1.01";"16";"36";"Pemeliharaan rutin/berkala alat peraktik dan peraga siswa";0
"1.01.16.37";"1.01";"16";"37";"Pemeliharaan rutin/berkala mebeluer sekolah";0
"1.01.16.38";"1.01";"16";"38";"Pemeliharaan rutin/berkala perlengkapan sekolah";0
"1.01.16.39";"1.01";"16";"39";"Pemeliharaan rutin/berkala alat rumah tangga sekolah";0
"1.01.16.40";"1.01";"16";"40";"Pemeliharaan rutin/berkala sarana mobilitas sekolah";0
"1.01.16.41";"1.01";"16";"41";"Rehabilitasi sedang/berat bangunan sekolah";0
"1.01.16.42";"1.01";"16";"42";"Rehabilitasi sedang/berat rumah dinas kepala sekolah, guru, penjaga sekolah";0
"1.01.16.43";"1.01";"16";"43";"Rehabilitasi sedang/berat asrama siswa";0
"1.01.16.44";"1.01";"16";"44";"Rehabilitasi sedang/berat ruang kelas sekolah";0
"1.01.16.45";"1.01";"16";"45";"Rehabilitasi sedang/berat ruang guru sekolah";0
"1.01.16.46";"1.01";"16";"46";"Rehabilitasi sedang/berat laboratorium dan praktikum sekolah";0
"1.01.16.47";"1.01";"16";"47";"Rehabilitasi sedang/berat sarana mobilitas sekolah";0
"1.01.16.48";"1.01";"16";"48";"Rehabilitasi sedang/berat ruang locker siswa";0
"1.01.16.49";"1.01";"16";"49";"Rehabilitasi sedang/berat sarana olahraga";0
"1.01.16.50";"1.01";"16";"50";"Rehabilitasi sedang/berat ruang serba guna/aula";0
"1.01.16.51";"1.01";"16";"51";"Rehabilitasi sedang/berat taman, lapangan upacara dan fasilitas parkir";0
"1.01.16.52";"1.01";"16";"52";"Rehabilitasi sedang/berat ruang unit kesehatan sekolah";0
"1.01.16.53";"1.01";"16";"53";"Rehabilitasi sedang/berat ruang ibadah";0
"1.01.16.54";"1.01";"16";"54";"Rehabilitasi sedang/berat perpustakaan sekolah";0
"1.01.16.55";"1.01";"16";"55";"Rehabilitasi sedang/berat jaringan instalasi listrik dan perlengkapannya";0
"1.01.16.56";"1.01";"16";"56";"Rehabilitasi sedang/berat sarana air bersih dan sanitary";0
"1.01.16.57";"1.01";"16";"57";"Pelatihan kompetensi tenaga pendidik";0
"1.01.16.58";"1.01";"16";"58";"Pelatihan kompetensi siswa berprestasi";0
"1.01.16.59";"1.01";"16";"59";"Pelatihan penyusunan kurikulum";0
"1.01.16.60";"1.01";"16";"60";"Pembinaan forum masyarakat peduli masyarakat";0
"1.01.16.61";"1.01";"16";"61";"Pembinaan SMP terbuka";0
"1.01.16.62";"1.01";"16";"62";"Penambahan ruang kelas baru SMP/MTS/SMPLB";0
"1.01.16.63";"1.01";"16";"63";"Penyediaan bantuan operasional sekolah (BOS) jenjang SD/MI/SDLB dan SMP/MTS serta pesantren Salafiyah dan satuan pendidikan Non-Islam setara SD dan SMP";0
"1.01.16.64";"1.01";"16";"64";"Penyediaan Biaya operasional madrasah";0
"1.01.16.65";"1.01";"16";"65";"Penyediaan buku pelajaran untuk SD/MI/SDLB dan SMP/MTS";0
"1.01.16.66";"1.01";"16";"66";"Penyediaan dana pengembangan sekolah untuk SD/MI dan SMP/MTS";0
"1.01.16.67";"1.01";"16";"67";"Penyelenggraan paket A setara SD";0
"1.01.16.68";"1.01";"16";"68";"Penyelenggraan paket B setara SMP";0
"1.01.16.69";"1.01";"16";"69";"Pembinaan kelembagaan sekolah dan manajemen sekolah dengan penerapan manajemen berbasis sekolah (MBS) di satuan pendidikan dasar";0
"1.01.16.70";"1.01";"16";"70";"Pembinaan minat, bakat dan kreativitas siswa";0
"1.01.16.71";"1.01";"16";"71";"Pengembangan comprehensive teaching and learning (CTL)";0
"1.01.16.72";"1.01";"16";"72";"Pengembangan materi belajar mengajar dan metode pembelajaran dengan menggunakan teknologi informasi dan komunikasi";0
"1.01.16.73";"1.01";"16";"73";"Penyebarluasan dan sosialisasi berbagai informasi pendidikan dasar";0
"1.01.16.74";"1.01";"16";"74";"Penyediaan beasiswa retrieval untuk anak putus sekolah";0
"1.01.16.75";"1.01";"16";"75";"Penyediaan beasiswa transisi";0
"1.01.16.76";"1.01";"16";"76";"Penyelenggaraan akreditasi sekolah dasar";0
"1.01.16.77";"1.01";"16";"77";"Penyelenggaraan Multi-Grade Teaching di daerah terpencil";0
"1.01.16.78";"1.01";"16";"78";"Monitoring, evaluasi dan pelaporan";0
"1.01.16.79";"1.01";"16";"79";"Peneyelenggaraan Ujian Akhir";0
"1.01.16.80";"1.01";"16";"80";"Penyediaan Bantuan Biaya Pendidikan bagi Siswa Tidak Mampu jenjang SD/MI/SDLB dan SMP/MTs serta pesantren Salafiyah dan satuan pendidikan Non-Islam setara SD dan SMP";0
"1.01.16.81";"1.01";"16";"81";"Penambahan ruang kelas sekolah Wilayah I";0
"1.01.16.82";"1.01";"16";"82";"Penambahan ruang kelas sekolah Wilayah II";0
"1.01.16.83";"1.01";"16";"83";"Penambahan ruang kelas sekolah Wilayah III";0
"1.01.16.84";"1.01";"16";"84";"Penambahan ruang kelas sekolah Wilayah IV";0
"1.01.16.85";"1.01";"16";"85";"Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir Wilayah I";0
"1.01.16.86";"1.01";"16";"86";"Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir Wilayah II";0
"1.01.16.87";"1.01";"16";"87";"Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir Wilayah III";0
"1.01.16.88";"1.01";"16";"88";"Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir Wilayah IV";0
"1.01.16.89";"1.01";"16";"89";"Rehabilitasi sedang/berat bangunan sekolah (SD/SMP) Wilayah IV (Dana Cadangan)";0
"1.01.16.90";"1.01";"16";"90";"Rehabilitasi sedang/berat bangunan sekolah DAK MURNI";0
"1.01.16.91";"1.01";"16";"91";"Rehabilitasi sedang/berat bangunan sekolah DAK PENAMPING";0
"1.01.16.92";"1.01";"16";"92";"Pembangunan ruang kelas, laboratorium, Perpustakaan dan sarana lainnya / DAK";0
"1.01.16.93";"1.01";"16";"93";"Pengadaan alat praktek dan peraga siswa / DAK";0
"1.01.16.95";"1.01";"16";"95";"Pembangunan Taman, Lapangan Upacara, dan Fasilitas Parkir Wilayah I";0
"1.01.16.96";"1.01";"16";"96";"Pembangunan Taman, Lapangan Upacara, dan Fasilitas Parkir Wilayah II";0
"1.01.16.97";"1.01";"16";"97";"Pembangunan Taman, Lapangan Upacara, dan Fasilitas Parkir Wilayah III";0
"1.01.16.98";"1.01";"16";"98";"Pembangunan Taman, Lapangan Upacara, dan Fasilitas Parkir Wilayah IV";0
"1.01.16.99";"1.01";"16";"99";"Penyediaan Bantuan Operasional sekolah (BOS PUSAT)";0
"1.01.17.01";"1.01";"17";"01";"Pembangunan gedung sekolah";0
"1.01.17.02";"1.01";"17";"02";"Pembangunan rumah dinas kepala sekolah, guru, penjaga sekolah";0
"1.01.17.03";"1.01";"17";"03";"Penambahan ruang kelas sekolah";0
"1.01.17.04";"1.01";"17";"04";"Penambahan ruang guru sekolah";0
"1.01.17.05";"1.01";"17";"05";"Pembangunan laboratorium dsan ruang praktikum sekolah (laboratorium bahasa, Komputer, IPA, IPS dan lain-lain)";0
"1.01.17.06";"1.01";"17";"06";"Pembangunan ruang locker siswa";0
"1.01.17.07";"1.01";"17";"07";"Pembangunan sarana dan prasarana olahraga";0
"1.01.17.08";"1.01";"17";"08";"Pembangunan ruang serba guna/aula";0
"1.01.17.09";"1.01";"17";"09";"Pembangunan taman, lapangan upacara dan fasilitas parkir";0
"1.01.17.10";"1.01";"17";"10";"Pembangunan ruang unit kesehatan sekolah";0
"1.01.17.100";"1.01";"17";"100";"Pengadaan Mebeuler Tingkat Sekolah Menengah Atas (SMA)";0
"1.01.17.101";"1.01";"17";"101";"Belanja Operasional Dana  Alokasi Khusus Tingkat Menengah";0
"1.01.17.102";"1.01";"17";"102";"Belanja Operasional Dana  Alokasi Khusus Tingkat Kejuruan";0
"1.01.17.103";"1.01";"17";"103";"Fasilitasi ISO pada pendidikan SMA dan SMK";0
"1.01.17.106";"1.01";"17";"106";"Penyelenggaraan Lomba Cerdas Cermat 4 (Empat) Pilar Kehidupan Berbangsa dan Bernegara serta Cerdas Cermat Pancasila dan Lomba Kebahasaan";0
"1.01.17.108";"1.01";"17";"108";"Pengadaan Kegiatan Alat Peraga/Buku pendukung pada SMA/SMK";0
"1.01.17.11";"1.01";"17";"11";"Pembangunan ruang ibadah";0
"1.01.17.112";"1.01";"17";"112";"Peningkatan Kemampuan Membaca, Menulis dan Baca Tulis Al-Qur'an";0
"1.01.17.114";"1.01";"17";"114";"Fasilitasi Pendirian Akademi Komunitas Negeri (AKN) Kabupaten Tangerang";0
"1.01.17.117";"1.01";"17";"117";"Penerapan KARTU PINTAR/Beasiswa Pendidikan Masyarakat Berpenghasilan Rendah (MBR)";0
"1.01.17.12";"1.01";"17";"12";"Pembangunan perpusatakaan sekolah";0
"1.01.17.120";"1.01";"17";"120";"Pembinaan Pendidikan menengah Universal ";0
"1.01.17.121";"1.01";"17";"121";"Kompetisi Prestasi Siswa SMP/SMA/SMK Liga Pendidikan Indonesia";0
"1.01.17.13";"1.01";"17";"13";"Pembangunan jaringan instalasi listrik sekolah dan perlengkapannya";0
"1.01.17.130";"1.01";"17";"130";"Penyusunan Juklak Juknis Program Kartu Pintar";0
"1.01.17.131";"1.01";"17";"131";"Sosialisasi Mekanisme Pelaksanaan Program Kartu Pintar";0
"1.01.17.132";"1.01";"17";"132";"Pemilihan Guru SMA dan SMK berprestasi";0
"1.01.17.133";"1.01";"17";"133";"Olimpiade Olahraga Siswa Nasional (O2SN) Tingkat SMA dan SMK";0
"1.01.17.134";"1.01";"17";"134";"Festifal Lomba Seni Siswa Nasional (FL2SN) Tingkat SMA dan SMK";0
"1.01.17.14";"1.01";"17";"14";"Pembangunan sarana air bersih dan sanitary";0
"1.01.17.15";"1.01";"17";"15";"Pengadan buku-buku dan alat tulis siwa";0
"1.01.17.16";"1.01";"17";"16";"Pengadaan pakaian seragam sekolah";0
"1.01.17.17";"1.01";"17";"17";"Pengadaan pakaian olahraga";0
"1.01.17.18";"1.01";"17";"18";"Pengadaaan alat praktik dan peraga siswa";0
"1.01.17.19";"1.01";"17";"19";"Pengadaan mebeluer sekolah";0
"1.01.17.20";"1.01";"17";"20";"Pengadaan perlengkapan sekolah";0
"1.01.17.21";"1.01";"17";"21";"Pengadaaan alat rumah tangga sekolah";0
"1.01.17.22";"1.01";"17";"22";"Pengadaaan sarana mobilitas sekolah";0
"1.01.17.23";"1.01";"17";"23";"Pemeliharaan rutin/berkala bangunan sekolah";0
"1.01.17.24";"1.01";"17";"24";"Pemeliharaan rutin/berkala rumah dinas kepala sekolah, guru, penjaga sekolah";0
"1.01.17.25";"1.01";"17";"25";"Pemeliharaan rutin/berkala ruang kelas sekolah";0
"1.01.17.26";"1.01";"17";"26";"Pemeliharaan rutin/berkala ruang guru sekolah";0
"1.01.17.27";"1.01";"17";"27";"Pemeliharaan rutin/berkala ruang locker siswa";0
"1.01.17.28";"1.01";"17";"28";"Pemeliharaan rutin/berkala sarana dan prasarana olahraga";0
"1.01.17.29";"1.01";"17";"29";"Pemeliharaan rutin/berkala ruang serba guna/aula";0
"1.01.17.30";"1.01";"17";"30";"Pemeliharaan rutin/berkala taman, lapangan uapacara dan fasilitas parkir";0
"1.01.17.31";"1.01";"17";"31";"Pemeliharaan rutin/berkala ruang unit kesehatan sekolah";0
"1.01.17.32";"1.01";"17";"32";"Pemeliharaan rutin/berkala ruang ibadah";0
"1.01.17.33";"1.01";"17";"33";"Pemeliharaan rutin/berkala perpustakaan sekolah";0
"1.01.17.34";"1.01";"17";"34";"Pemeliharaan rutin/berkala jaringan instalasi listrik sekolah dan perlengkapannya";0
"1.01.17.35";"1.01";"17";"35";"Pemeliharaan rutin/berkala sarana air bersih dan sanitary";0
"1.01.17.36";"1.01";"17";"36";"Pemeliharaan rutin/berkala alat peraktik dan peraga siswa";0
"1.01.17.37";"1.01";"17";"37";"Pemeliharaan rutin/berkala mebeluer sekolah";0
"1.01.17.38";"1.01";"17";"38";"Pemeliharaan rutin/berkala perlengkapan sekolah";0
"1.01.17.39";"1.01";"17";"39";"Pemeliharaan rutin/berkala alat rumah tangga sekolah";0
"1.01.17.40";"1.01";"17";"40";"Pemeliharaan rutin/berkala sarana mobilitas sekolah";0
"1.01.17.41";"1.01";"17";"41";"Rehabilitasi sedang/berat bangunan sekolah";0
"1.01.17.42";"1.01";"17";"42";"Rehabilitasi sedang/berat rumah dinas kepala sekolah, guru, penjaga sekolah";0
"1.01.17.43";"1.01";"17";"43";"Rehabilitasi sedang/berat asrama siswa";0
"1.01.17.44";"1.01";"17";"44";"Rehabilitasi sedang/berat ruang kelas sekolah";0
"1.01.17.45";"1.01";"17";"45";"Rehabilitasi sedang/berat ruang guru sekolah";0
"1.01.17.46";"1.01";"17";"46";"Rehabilitasi sedang/berat laboratorium dan praktikum sekolah";0
"1.01.17.47";"1.01";"17";"47";"Rehabilitasi sedang/berat ruang locker siswa";0
"1.01.17.48";"1.01";"17";"48";"Rehabilitasi sedang/berat sarana olahraga";0
"1.01.17.49";"1.01";"17";"49";"Rehabilitasi sedang/berat ruang serba guna/aula";0
"1.01.17.50";"1.01";"17";"50";"Rehabilitasi sedang/berat taman, lapangan upacara dan fasilitas parkir";0
"1.01.17.51";"1.01";"17";"51";"Rehabilitasi sedang/berat ruang unit kesehatan sekolah";0
"1.01.17.52";"1.01";"17";"52";"Rehabilitasi sedang/berat ruang ibadah";0
"1.01.17.53";"1.01";"17";"53";"Rehabilitasi sedang/berat perpustakaan sekolah";0
"1.01.17.54";"1.01";"17";"54";"Rehabilitasi sedang/berat jaringan instalasi listrik dan perlengkapannya";0
"1.01.17.55";"1.01";"17";"55";"Rehabilitasi sedang/berat sarana air bersih dan sanitary";0
"1.01.17.56";"1.01";"17";"56";"Rehabilitasi sedang/berat sarana mobilitas sekolah";0
"1.01.17.57";"1.01";"17";"57";"Pelatihan kompetensi tenaga pendidik";0
"1.01.17.58";"1.01";"17";"58";"Pelatihan penyusunan kurikulum";0
"1.01.17.59";"1.01";"17";"59";"Pembinaan forum masyarakat peduli pendidikan";0
"1.01.17.60";"1.01";"17";"60";"Pengembangan alternatif layanan pendidikan menengah untuk daerah-daerah pedesaaan, terpencil dan kepulauan";0
"1.01.17.61";"1.01";"17";"61";"Penyediaan bantuan operasional manajemen mutu (BOMM)";0
"1.01.17.62";"1.01";"17";"62";"Penyediaan beasiswa bagi keluarga tidak mampu";0
"1.01.17.63";"1.01";"17";"63";"Penyelenggraan paket C setara SMU";0
"1.01.17.64";"1.01";"17";"64";"Pembinaan kelembagaan sekolah dan manajem n sekolah dengan penerapan manajemen berbasis sekolah (MBS)";0
"1.01.17.65";"1.01";"17";"65";"Pengembangan materi belajar mengajar dengan menggunakan teknologi informasi dan komunikasi";0
"1.01.17.66";"1.01";"17";"66";"Peningkatan kerjasama dengan dunia usaha dan industri";0
"1.01.17.67";"1.01";"17";"67";"Penyebarluasan dan sosialisasi berbagai informasi pendidikan menengah";0
"1.01.17.68";"1.01";"17";"68";"Penyelenggaraan akreditasi sekolah menengah";0
"1.01.17.69";"1.01";"17";"69";"Monitoring, evaluasi dan pelaporan";0
"1.01.17.70";"1.01";"17";"70";"Penyelenggaraan Ujian Akhir";0
"1.01.17.71";"1.01";"17";"71";"Penyediaan Bantuan Biaya Pendidikan bagi Siswa Tidak Mampu Jenjang Pendidikan SMA/SMK/MA";0
"1.01.17.72";"1.01";"17";"72";"Rehabilitasi sedang/berat bangunan sekolah Wilayah I";0
"1.01.17.73";"1.01";"17";"73";"Rehabilitasi sedang/berat bangunan sekolah Wilayah II";0
"1.01.17.74";"1.01";"17";"74";"Rehabilitasi sedang/berat bangunan sekolah Wilayah III";0
"1.01.17.75";"1.01";"17";"75";"Rehabilitasi sedang/berat bangunan sekolah Wilayah IV";0
"1.01.17.76";"1.01";"17";"76";"Pembinaan Penerimaan Peserta Didik Baru (PPDB) dan Masa Orientasi Siswa (MOS) SMA dan SMK";0
"1.01.17.77";"1.01";"17";"77";"Pengembangan Prestasi Bidang Sains dan Penelitian Siswa SMA/MA dan SMK";0
"1.01.17.78";"1.01";"17";"78";"Pelatihan Kompetensi Siswa Berprestasi";0
"1.01.17.80";"1.01";"17";"80";"Peningkatan penguasaan dan pemanfaatan teknologi informasi siswa SMA dan SMK";0
"1.01.17.82";"1.01";"17";"82";"Pengembangan Pendidikan Vokasional Siswa SMA dan SMK";0
"1.01.17.83";"1.01";"17";"83";"Pengembangan Kompetensi Kejuruan Siswa SMK";0
"1.01.17.84";"1.01";"17";"84";"Pengembangan Prestasi Bidang Seni dan Olahraga";0
"1.01.17.85";"1.01";"17";"85";"Fasilitasi pendirian, penggabungan, dan/atau penutupan satuan dan/atau program pendidikan menengah";0
"1.01.17.93";"1.01";"17";"93";"Pembinaan dan Penertiban siswa SMA dan SMK";0
"1.01.17.94";"1.01";"17";"94";"Pembinaan karakter bangsa melalui pendidikan kepramukaan SMA dan SMK";0
"1.01.17.95";"1.01";"17";"95";"Pembinaan peningkatan keimanan dan ketakwaan terhadap Tuhan Yang Maha Esa siswa SMA dan SMK";0
"1.01.17.96";"1.01";"17";"96";"Penyusunan dan sosialisasi peraturan perundang - undangan";0
"1.01.17.97";"1.01";"17";"97";"Rehabilitasi Pembangunan Sekolah Menengah Atas (SMA) DAK";0
"1.01.17.98";"1.01";"17";"98";"Rehabilitasi Pembangunan Sekolah Menengah Kejuruan (SMK) DAK)";0
"1.01.17.99";"1.01";"17";"99";"Pengadaan Mebeuler Tingkat Sekolah Menengah Kejuruan (SMK)";0
"1.01.18.01";"1.01";"18";"01";"Pemberdayaan tenaga pendidik non formal";0
"1.01.18.02";"1.01";"18";"02";"Pemberian bantuan operasional pendidikan non formal";0
"1.01.18.03";"1.01";"18";"03";"Pembinaan pendidikan kursus dan kelembagaan";0
"1.01.18.04";"1.01";"18";"04";"Pengembangan pendidikan keaksaraan";0
"1.01.18.05";"1.01";"18";"05";"Pengembangan pendidikan kecakapan hidup";0
"1.01.18.06";"1.01";"18";"06";"Penyediaan sarana dan prasarana pendidikan non formal";0
"1.01.18.07";"1.01";"18";"07";"Pengambangan data dan informasi pendidikan non formal";0
"1.01.18.08";"1.01";"18";"08";"Pengembangan kebijakan pendidikan non formal";0
"1.01.18.09";"1.01";"18";"09";"Pengembangan kurikulum, bahan ajar dan model pembelajaran pendidikan non formal";0
"1.01.18.10";"1.01";"18";"10";"Pengembangan sertifikasi pendidikan non formal";0
"1.01.18.11";"1.01";"18";"11";"Perencanaan dan penyusunan pendidikan non formal";0
"1.01.18.12";"1.01";"18";"12";"Publikasi dan sosialisasi pendidikan non formal";0
"1.01.18.13";"1.01";"18";"13";"Monitoring, evaluasi dan pelaporan";0
"1.01.18.14";"1.01";"18";"14";"Fasilitasi Pelaksanaan PKBM";0
"1.01.18.15";"1.01";"18";"15";"Pembinaan Keterampilan Anak/Pemuda Putus Sekolah";0
"1.01.18.16";"1.01";"18";"16";"Pendampingan P2WKSS Pendidikan Non Formal";0
"1.01.18.17";"1.01";"18";"17";"Workshop Implementasi Kurikulum 2013 dan Seminar Psikolog Problematika anak bermasalah di RA serta solusinya";0
"1.01.18.19";"1.01";"18";"19";"Pengembangan Taman Bacaan Masyarakat dan Tutor Kunjungan";0
"1.01.18.20";"1.01";"18";"20";"Peningkatan Kompetensi Pengelola PKBM dan Tenaga Pendidikan (Tutor) KF, Paket A, B dan C";0
"1.01.18.21";"1.01";"18";"21";"Penyelenggaraan Keteladanan Lomba Tutor dan Warga Belajar Program Fasilitasi KF Paket A, B, dan C";0
"1.01.18.22";"1.01";"18";"22";"Bimbingan Teknis Pengelola Pengelolan Lembaga Kursus dan Instruktur Kursus";0
"1.01.19.01";"1.01";"19";"01";"Pembangunan gedung sekolah";0
"1.01.19.02";"1.01";"19";"02";"Pembangunan rumah dinas kepala sekolah, guru, penjaga sekolah";0
"1.01.19.03";"1.01";"19";"03";"Penambahan ruang kelas sekolah";0
"1.01.19.04";"1.01";"19";"04";"Penambahan ruang guru sekolah";0
"1.01.19.05";"1.01";"19";"05";"Pembangunan laboratorium dsan ruang praktikum sekolah (laboratorium bahasa, komputer, IPA, IPS dan lain-lain)";0
"1.01.19.06";"1.01";"19";"06";"Pembangunan ruang locker siswa";0
"1.01.19.07";"1.01";"19";"07";"Pembangunan sarana dan prasarana olahraga";0
"1.01.19.08";"1.01";"19";"08";"Pembangunan ruang serba guna/aula";0
"1.01.19.09";"1.01";"19";"09";"Pembangunan taman, lapangan upacara dan fasilitas parkir";0
"1.01.19.10";"1.01";"19";"10";"Pembangunan ruang unit kesehatan sekolah";0
"1.01.19.11";"1.01";"19";"11";"Pembangunan ruang ibadah";0
"1.01.19.12";"1.01";"19";"12";"Pembangunan perpusatakaan sekolah";0
"1.01.19.13";"1.01";"19";"13";"Pembangunan jaringan instalasi listrik sekolah dan perlengkapannya";0
"1.01.19.14";"1.01";"19";"14";"Pembangunan sarana air bersih dan sanitary";0
"1.01.19.15";"1.01";"19";"15";"Pengadan buku-buku dan alat tulis siwa";0
"1.01.19.16";"1.01";"19";"16";"Pengadaan pakaian seragam sekolah dan kelengkapannya serta pakaian olahraga";0
"1.01.19.17";"1.01";"19";"17";"Pengadaaan alat praktik dan peraga siswa";0
"1.01.19.18";"1.01";"19";"18";"Pengadaan mebeluer sekolah";0
"1.01.19.19";"1.01";"19";"19";"Pengadaan perlengkapan sekolah";0
"1.01.19.20";"1.01";"19";"20";"Pengadaaan alat rumah tangga sekolah";0
"1.01.19.21";"1.01";"19";"21";"Pengadaaan sarana mobilitas sekolah";0
"1.01.19.22";"1.01";"19";"22";"Pemeliharaan rutin/berkala bangunan sekolah";0
"1.01.19.23";"1.01";"19";"23";"Pemeliharaan rutin/berkala rumah dinas kepala sekolah, guru, penjaga sekolah";0
"1.01.19.24";"1.01";"19";"24";"Pemeliharaan rutin/berkala ruang kelas sekolah";0
"1.01.19.25";"1.01";"19";"25";"Pemeliharaan rutin/berkala ruang guru sekolah";0
"1.01.19.26";"1.01";"19";"26";"Pemeliharaan rutin/berkala ruang locker siswa";0
"1.01.19.27";"1.01";"19";"27";"Pemeliharaan rutin/berkala sarana dan prasarana olahraga";0
"1.01.19.28";"1.01";"19";"28";"Pemeliharaan rutin/berkala ruang serba guna/aula";0
"1.01.19.29";"1.01";"19";"29";"Pemeliharaan rutin/berkala taman, lapangan upacara dan fasilitas parkir";0
"1.01.19.30";"1.01";"19";"30";"Pemeliharaan rutin/berkala ruang unit kesehatan sekolah";0
"1.01.19.31";"1.01";"19";"31";"Pemeliharaan rutin/berkala ruang ibadah";0
"1.01.19.32";"1.01";"19";"32";"Pemeliharaan rutin/berkala perpustakaan sekolah";0
"1.01.19.33";"1.01";"19";"33";"Pemeliharaan rutin/berkala jaringan instalasi listrik sekolah dan perlengkapannya";0
"1.01.19.34";"1.01";"19";"34";"Pemeliharaan rutin/berkala sarana air bersih dan sanitary";0
"1.01.19.35";"1.01";"19";"35";"Pemeliharaan rutin/berkala buku-buku ajar";0
"1.01.19.36";"1.01";"19";"36";"Pemeliharaan rutin/berkala alat peraktik dan peraga siswa";0
"1.01.19.37";"1.01";"19";"37";"Pemeliharaan rutin/berkala meneluer sekolah";0
"1.01.19.38";"1.01";"19";"38";"Pemeliharaan rutin/berkala perlengkapan sekolah";0
"1.01.19.39";"1.01";"19";"39";"Pemeliharaan rutin/berkala alat rumah tangga sekolah";0
